Index,Title,Genre,Tags,Languages,Type,Hidden Gem Score,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
11744,Last Action Hero,"Action, Adventure, Comedy, Fantasy","US Movies,Crime Action & Adventure,International Comedies,Sci-Fi & Fantasy,International Movies,Adventures,Action Comedies,Action & Adventure,International Action & Adventure,Comedies,Action Sci-Fi & Fantasy,Sci-Fi Adventure,International Sci-Fi & Fantasy,Crime Comedies,Crime Movies",English,Movie,2.4,3,John McTiernan,"Zak Penn, Adam Leff, David Arnott, Shane Black","Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance",PG-13,6.4,38,44,1,16,"50,016,394.00",6/18/1993,12/4/2015,"Columbia Pictures Corporation, Oak Productions",https://www.netflix.com/watch/684660,https://www.imdb.com/title/tt0107362,A magic movie ticket gains a young fan unprecedented access to his favorite action hero after being sucked out of his seat and onto the big screen.,137294,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZFv4NNMBj_u_Mls9auvdkmohs8hxwOQ1TrLUqEhLmiHHD-bWGR4wYSO7c9SaHbmh0oMjVDtcPAjY5ZpzKEmA-JTyQ.jpg?r=cd5,https://images-na.ssl-images-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=OJw8o49CNZI,YouTube
11746,Her,"Drama, Romance, Sci-Fi","Dramas,US Movies,Oscar-winning Movies,Award-winning Movies,International Movies,Romantic Dramas,Romantic Movies,International Dramas,Sci-Fi & Fantasy,Romantic Favorites,Sci-Fi Dramas,Futuristic Sci-Fi",English,Movie,4.4,3,Spike Jonze,Spike Jonze,"Lynn Adrianna Freedman, Joaquin Phoenix, Lisa Renee Pitts, Gabe Gomez",R,8,94,90,83,186,"25,568,251.00",1/10/2014,12/3/2015,Annapurna Pictures,https://www.netflix.com/watch/70278933,https://www.imdb.com/title/tt1798709,Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,542579,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa1tDwENLVVXIwAgnhoUJk_R7D2qyg7yed_d5pFAzUr0Tx1_A1s8mI9xbXX-vFtfzOge4AQtjkuOX-rwgA1BDthKpQ.jpg?r=523,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=XsQqMwacZQw,YouTube
11747,The Longest Ride,"Drama, Romance","Sports Dramas,Sports Movies,Dramas,Dramas based on contemporary literature,Romantic Dramas,Romantic Movies,Dramas based on Books,US Movies,Romantic Favourites,Steamy Romance,Films Based on Books,Tearjerkers",English,Movie,2.2,3,George Tillman Jr.,"Craig Bolotin, Nicholas Sparks","Jack Huston, Britt Robertson, Scott Eastwood, Alan Alda",PG-13,7.1,31,33,1,5,"37,446,117.00",4/10/2015,12/2/2015,"Temple Hill, Nicholas Sparks Productions",https://www.netflix.com/watch/80020963,https://www.imdb.com/title/tt2726560,A young woman caring for an elderly widower finds parallels to her own budding romance as she reads the mans letters to and from his late wife.,76996,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZAV1Du1cDwNCnjY3ELIVhyeoga0lds8kTQos9yWXX3zf4uCkxdomun8riV_q1m92fW0GTFsUK5FPJwj8HxbxrUr-g.jpg?r=ff9,http://ia.media-imdb.com/images/M/MV5BMzIzMjg0NjQwNF5BMl5BanBnXkFtZTgwODAwOTE4MzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=FUS_Q7FsfqU,YouTube
11748,Parental Guidance,"Comedy, Family","Movies for ages 11 to 12,Movies for ages 8 to 10,Comedies,Children & Family Movies,Family Comedies,Family Features,US Movies",English,Movie,1.9,0,Andy Fickman,"Lisa Addario, Joe Syracuse","Tom Everett Scott, Billy Crystal, Bette Midler, Marisa Tomei",PG,6,18,36,1,4,"77,267,296.00",12/25/2012,12/2/2015,"Chernin Entertainment, Face Productions",https://www.netflix.com/watch/70243340,https://www.imdb.com/title/tt1047540,"When two old-school grandparents are saddled with their three high-tech grandchildren for a week, someone needs to adapt quickly, but who will it be?",24843,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT9R2ZalUi7jhDYggXXuQib48FKNFazxwcgSPKafR9Mv-GD_XNezViKXOqOMhMSQtPFf3PZPOdft-0NTZLA0JQKt2Q.jpg?r=8f6,http://ia.media-imdb.com/images/M/MV5BMzkyNDExOTA1Nl5BMl5BanBnXkFtZTcwNjgzODE4OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=_9nmIzCAMJQ,YouTube
11750,The Change-Up,"Comedy, Fantasy","Comedies,Late Night Comedies,Sci-Fi & Fantasy,Fantasy Movies,US Movies,Raunchy Comedies","English, Ukrainian",Movie,2.1,0,David Dobkin,"Scott Moore, Jon Lucas","Jason Bateman, Leslie Mann, Olivia Wilde, Ryan Reynolds",R,6.3,25,39,,1,"37,081,475.00",8/5/2011,12/2/2015,"Original Film, Big Kid Pictures",https://www.netflix.com/watch/70184053,https://www.imdb.com/title/tt1488555,A playboy and a family man are best buddies who want each others life -- and they get the chance when they swap bodies after a night of partying.,168158,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWdKQnIluIsh9tVqPIOLaQkanxd8IblI679shQ8A8bz4iyWaINom33T4LwrybRiIt5mk49-0spY1Maoel0wlCEnqAQ.jpg?r=7e7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=43Qc70ZeMFw,YouTube
11751,Bridesmaids,"Comedy, Romance","Late Night Comedies,Comedies","English, Thai, Spanish, French",Movie,3.9,3,Paul Feig,"Kristen Wiig, Annie Mumolo","Tom Yi, Terry Crews, Kristen Wiig, Maya Rudolph",R,6.8,90,75,25,72,"169,106,725.00",5/13/2011,12/2/2015,Apatow Productions,https://www.netflix.com/watch/70184047,https://www.imdb.com/title/tt1478338,"When an underemployed baker becomes her best friends maid-of-honor, she almost ruins the big day due to her competition with the other bridesmaids.",268925,https://occ-0-3377-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd-X97XHUgPxGOjKrCniHYdtU5N-Ke2b5q3YCRgjy7X8qmxA1Y5-iCTZZ9Z8b2OqQvVtwL5zG6q-7AwrSuy4GQmHyQ.jpg?r=4fb,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=FNppLrmdyug,YouTube
11752,Jennys Wedding,"Comedy, Drama, Romance","Comedies,Independent Comedies,Independent Dramas,Independent Movies,Gay & Lesbian Movies,Dramas,Gay & Lesbian Dramas,Gay & Lesbian Comedies,Romantic Dramas,Romantic Films,Romantic Independent Films",English,Movie,1.9,0,Mary Agnes Donoghue,Mary Agnes Donoghue,"Tom Wilkinson, Katherine Heigl, Linda Emond, Grace Gummer",PG-13,5.5,25,33,,1,"4,704.00",7/31/2015,12/1/2015,"Merced Media Partners, PalmStar Media",https://www.netflix.com/watch/80060503,https://www.imdb.com/title/tt3289712,"When Jenny plans to marry her girlfriend, she decides its time that her family, who doesnt know that shes a lesbian, finally learns the truth.",10524,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZJhjr5KbcV0RhNaITGU-FHe0ylKHbws_wwcC47kgzKjevvGAqkuy17EGkl1HQhc6F1zNk8ChwzaNDc2sVfOD8ngsw.jpg?r=abc,https://images-na.ssl-images-amazon.com/images/M/MV5BNjcwMDEzNzE3MV5BMl5BanBnXkFtZTgwNTMzMzgxNjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=WIw0yX8gIs4,YouTube
11754,Stir of Echoes,"Horror, Mystery, Thriller","Mysteries,Crime Thrillers,Supernatural Thrillers,Thrillers,Psychological Thrillers,Movies Based on Books","English, Spanish, Korean",Movie,3.4,0,David Koepp,"Richard Matheson, David Koepp","Kevin Bacon, Zachary David Cope, Illeana Douglas, Kathryn Erbe",R,7,68,67,3,5,"21,142,914.00",9/10/1999,12/1/2015,Artisan Entertainment,https://www.netflix.com/watch/22698097,https://www.imdb.com/title/tt0164181,"After being hypnotized, a man begins having visions of a horrible crime and learns that the girl in his visions disappeared from his neighborhood.",75545,http://cdn7.nflximg.net/ipl/40421/66b1df7360c18f6fc0660b753bfe331941f6cac8.jpg,http://ia.media-imdb.com/images/M/MV5BMTU0OTAyMDQzNV5BMl5BanBnXkFtZTcwNTg1NjYyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Daa5VOnUWsA,YouTube
11756,Im Brent Morin,"Action, Adventure, Fantasy, Sci-Fi","Comedies,Stand-up Comedy,Dark Comedies","English, Sanskrit",Movie,2.8,0,George Lucas,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd",PG,6.5,52,51,26,69,"474,544,677.00",5/19/1999,12/1/2015,Lucasfilm Ltd.,https://www.netflix.com/watch/80050006,https://www.imdb.com/title/tt0120915,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",733336,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYnp2lNwrebq9Vllm3qvSLY6F3Y8pGJ-GMnHuTL8R3p_VxYB8gUk55UKR2QFMxhprZv-4QdZJ2Q102LMKsUVhZyRO88EuZPSnne6YGQR5edltLyl8-sVukYN_Yw.jpg?r=ee4,,https://www.youtube.com/watch?v=bD7bpG-zDJQ,YouTube
11763,Hot Tub Time Machine,"Comedy, Sci-Fi",Comedies,"English, Russian",Movie,3.2,0,Steve Pink,"Josh Heald, Sean Anders, John Morris","Clark Duke, Rob Corddry, Craig Robinson, John Cusack",R,6.4,63,63,,5,"50,287,556.00",3/26/2010,12/1/2015,"Metro-Goldwyn-Mayer, New Crime Productions, United Artists",https://www.netflix.com/watch/70118951,https://www.imdb.com/title/tt1231587,"Fueled by energy drinks, vodka and nostalgia for their younger, wilder days, a group of aging best friends travels back in time to 1986.",162301,https://occ-0-1348-1347.1.nflxso.net/art/4e0b7/39f1799a258c8852776234631797a1577d94e0b7.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=HszVQgs4e_c,YouTube
11764,A Bridge Too Far,"Drama, History, War","Dramas based on contemporary literature,Dramas based on Books,Military Action & Adventure,Military Dramas,Dramas,Dramas based on real life,Action & Adventure,20th Century Period Pieces,Movies Based on Real Life,Movies Based on Books,Classic Dramas,Classic Movies,Classic Action & Adventure,Classic War Movies","English, German, Dutch, Polish, Latin",Movie,3.4,3,Richard Attenborough,"William Goldman, Cornelius Ryan","Marlies van Alcmaer, Siem Vroom, Erik van 't Wout, Wolfgang Preiss",PG,7.4,64,63,7,4,"50,750,000.00",6/15/1977,12/1/2015,Joseph E. Levine Productions,https://www.netflix.com/watch/332286,https://www.imdb.com/title/tt0075784,This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.,52331,https://occ-0-768-769.1.nflxso.net/art/b60ae/7e1c36dd4dd88c600e247cc3863cec4d419b60ae.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=AWL184ZcSxA,YouTube
11765,Cheech and Chongs The Corsican Brothers,Comedy,"Satires,Cult Comedies,Comedies,Late Night Comedies,Cult Films",English,Movie,5.2,0,Tommy Chong,"Rikki Marin, Cheech Marin, Tommy Chong","Tommy Chong, Shelby Chong, Roy Dotrice, Cheech Marin",PG,4.8,47,35,,,"3,772,785.00",7/27/1984,12/1/2015,Orion Pictures,https://www.netflix.com/watch/60030293,https://www.imdb.com/title/tt0087042,Twins who feel each others pain reunite after decades apart and help trigger the French Revolution in this bawdy send-up of the Alexandre Dumas tale.,3889,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABagaKBho7t0yKm_2KY_sto_75MkUQkwu2pn89A8PnnFycUEMizSUCt43_GFDoaD14jPkTXw6_CuyRD7uSZ0jg0ZaBQ.jpg?r=cee,http://ia.media-imdb.com/images/M/MV5BMTQ2MjA0ODI0Nl5BMl5BanBnXkFtZTcwNjYyNjkyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=oF5LKRNVzOQ,YouTube
11767,Two Weeks,"Comedy, Drama","Independent Movies,Tearjerkers,Comedies,Independent Dramas,Independent Comedies,Dramas",English,Movie,6.1,0,Steve Stockman,Steve Stockman,"Julianne Nicholson, Sally Field, Lauren Aboulafia, Ben Chaplin",R,6.4,19,44,,1,"47,986.00",10/20/2006,12/1/2015,"Custom Productions, Two Weeks",https://www.netflix.com/watch/70062903,https://www.imdb.com/title/tt0448166,"When four siblings return to their hometown to say farewell to their dying mother, the brief stay they anticipated turns into an agonizing two weeks.",1986,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABR398fPw7vdAzfutbpKTnoKP_rE4HNyV-VGPGQGRIGPW-FteEIR6vyFijJME9zJSzksGk_AtRm_5dsTUUI7D8hKTdQ.jpg?r=1b2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDEzNDU5MF5BMl5BanBnXkFtZTcwODM2Mjg4NA@@._V1_SX300.jpg,,
11768,Divergent,"Action, Adventure, Mystery, Sci-Fi","Sci-Fi & Fantasy,Dramas,Adventures,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Dramas based on Books,Action & Adventure,Teen Movies,Movies Based on Books,Blockbuster Action & Adventure,US Movies,Futuristic Sci-Fi","English, Spanish",Movie,2.6,3,Neil Burger,"Evan Daugherty, Veronica Roth, Vanessa Taylor","Ashley Judd, Shailene Woodley, Theo James, Jai Courtney",PG-13,6.6,41,48,7,11,"150,947,895.00",3/21/2014,11/30/2015,Red Wagon Entertainment,https://www.netflix.com/watch/70293461,https://www.imdb.com/title/tt1840309,"Born into a civilization in the distant future, Beatrice is a teenager who learns that her unique cognitive skills make her useful to the authorities.",426603,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXOxcpVzrrMmV0secYy3N_TC9r6ePEx2FsKcE0hAdmILmGLJ8iK9U9sJk6GHQy0nK4SgCINw8W9a9D-SrVEFIZwF1A.jpg?r=9b2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=336qJITnDi0,YouTube
11770,Cymbeline,Drama,"Dramas,Police Movies,Police Dramas",English,Movie,5.2,0,Michael Almereyda,"William Shakespeare, Michael Almereyda","John Leguizamo, Ed Harris, Ethan Hawke, Milla Jovovich",R,3.7,33,54,,1,,3/13/2015,11/26/2015,"Keep Your Head, Benaroya Pictures",https://www.netflix.com/watch/80016417,https://www.imdb.com/title/tt3093522,"In this modern spin on Shakespeares play, a gang leader battles police as his wife plots against him and his daughter pines for her banished lover.",3663,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT1dNjlA8nkbX8qtjtXD_JSfZFWFy0euzVaDQ9PPuI53vajcR-tt0JSlZTze6qHMn3yS5luO4WDVZ_0o2mpK_ev1VQ.jpg?r=57c,https://images-na.ssl-images-amazon.com/images/M/MV5BNjc5NjkyMjEwNV5BMl5BanBnXkFtZTgwMzQ0NzA3NDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=tf_tm6AYA3U,YouTube
11771,The Scorpion King,"Action, Adventure, Fantasy","Fantasy Movies,Sci-Fi & Fantasy,Action & Adventure,Action Thrillers,Adventures,Action Sci-Fi & Fantasy,Blockbuster Action & Adventure,Action Movies",English,Movie,2.3,0,Chuck Russell,"David Hayter, Jonathan Hales, Stephen Sommers, William Osborne","Dwayne Johnson, Michael Clarke Duncan, Kelly Hu, Steven Brand",PG-13,5.5,41,45,2,3,"91,047,077.00",4/19/2002,11/26/2015,"Universal Pictures, Alphaville Films",https://www.netflix.com/watch/60022643,https://www.imdb.com/title/tt0277296,"Tasked with killing a wicked dictator whos bent on expanding his empire, a heroic warrior gets help along the way from a bewitching sorceress.",130822,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV7QbLQoIZ2axxBmrKBTH2bi0cX7m8xdBh73J74-qukV9Rl9VdSnytUeFwbDXpmINoB8RlOg0aHY9o7CP-NOIxNWow.jpg?r=f97,http://ia.media-imdb.com/images/M/MV5BOTA1NTg0MDcxMF5BMl5BanBnXkFtZTcwNjUzODkyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=5c_6HUA9FAY,YouTube
11773,Pompeii,"Action, Adventure, Drama, Fantasy, History, Romance","Action & Adventure,Romantic Dramas,Adventures,Dramas,Romantic Movies,Romantic Favourites,US Movies",English,Movie,2,0,Paul W.S. Anderson,"Michael Robert Johnson, Janet Scott Batchler, Lee Batchler","Dylan Schombing, Rebecca Roberts, Kiefer Sutherland, Jean-Francois Lachapelle",PG-13,5.5,27,39,9,4,"23,219,748.00",2/21/2014,11/25/2015,"Constantin Film, Impact Pictures",https://www.netflix.com/watch/70291608,https://www.imdb.com/title/tt1921064,"In the days leading up to the eruption of Mount Vesuvius, a slave being sent to Naples is determined to get back home to save the woman he loves.",106563,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRWG3j0XGZbjFeCEofqvBj1AsGonZfajkZ7CfMtRArJqMoOjZYlslb51a8DzsZ3OiL6An0bgp_2HuFh4La6CToD9cA.jpg?r=206,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE2MTU3NzYwOF5BMl5BanBnXkFtZTgwOTY4NTk4MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=t6TRwfxDICM,YouTube
11774,The Rite,"Drama, Horror, Mystery, Thriller","Horror Movies,Thrillers,Movies Based on Books,Supernatural Horror Movies,US Movies","English, Welsh, Italian, Latin, Russian, Hungarian",Movie,2,0,Mikael Håfström,"Matt Baglio, Michael Petroni","Anthony Hopkins, Colin O'Donoghue, Ciarán Hinds, Alice Braga",PG-13,6,21,38,1,5,"33,047,633.00",1/28/2011,11/25/2015,Contrafilm,https://www.netflix.com/watch/70155537,https://www.imdb.com/title/tt1161864,"In this graphic supernatural thriller, a Catholic priest in training journeys to Rome to attend a special exorcism school at the Vatican.",91103,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS1yTBOE4vK50JQQlbQKk45V-mnWYHEwF-i-s_mOs0t2XLbirB7uSpZ3du8q7jvrrtzN551FUjzI9Ms515YIy4QTlQ.jpg?r=1ac,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=_hG3ktopqv8,YouTube
11776,The Time Machine,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Adventures,Action,Action & Adventure,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Movies Based on Books,Futuristic Sci-Fi",English,Movie,2.2,0,Simon Wells,"David Duncan, H.G. Wells, John Logan","Phyllida Law, Mark Addy, Sienna Guillory, Guy Pearce",PG-13,6,29,42,2,4,"56,832,494.00",3/8/2002,11/25/2015,"Warner Brothers, DreamWorks Pictures",https://www.netflix.com/watch/60022645,https://www.imdb.com/title/tt0268695,"Based on the H.G. Wells classic, this adventure follows a scientist and inventor whos determined to prove to doubters that time travel is possible.",118685,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWUrSiVc_L8IcaUcHQfe8tpKUd-zWHJqizHMMlRcqJPyLngn8xXYlw8yWS_w3iljf6SF7qKLqzIbEUWt8aPYdCgVzg.jpg?r=b30,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=90T7iLuzFgg,YouTube
11778,A Hard Day,"Action, Crime, Thriller","International Thrillers,Thrillers,International Movies,Crime Thrillers,Korean Movies,Police Movies,Police Thrillers,Crime Movies",Korean,Movie,3.9,0,Seong-hun Kim,"Hae-jun Lee, Seong-hun Kim","Shin Jeong-geun, Man-sik Jeong, Lee Sun-kyun, Cho Jin-woong",Not Rated,7.2,83,76,18,16,"19,004.00",5/29/2014,11/24/2015,,https://www.netflix.com/watch/80013285,https://www.imdb.com/title/tt3697626,"In a moment of panic, a homicide detective covers up a fatal hit-and-run accident he committed, then discovers that another detective was a witness.",11434,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQId2xw-tPIusjKT7Byr-qxBj0K21TPLzTxvk8Oiqu9GI_DScZxw55L0rPFcxI5iDUS09OGQFBaHKdZW9Pf7SrkE_A.jpg?r=1dc,https://images-na.ssl-images-amazon.com/images/M/MV5BYThiMzE1ZWMtZDU2MC00ZmQ2LTg0ODEtMTgxNjA4MDk0ZGIzXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,https://www.youtube.com/watch?v=fMHH08BRAOg,YouTube
11780,The Vatican Tapes,"Horror, Thriller",,"English, Aramaic",Movie,1.8,0,Mark Neveldine,"Chris Morgan, Michael C. Martin, Christopher Borrelli","Olivia Taylor Dudley, John Patrick Amedori, Michael Peña, Dougray Scott",PG-13,4.8,20,38,,,"1,784,763.00",7/22/2015,11/24/2015,"Lionsgate Films, Lakeshore Entertainment",https://www.netflix.com/watch/70295184,https://www.imdb.com/title/tt1524575,A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.,14315,https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY0qhfAepMiL-wZ0qJqM9jK2tW__xVnftyKnHDMnTitmJ3RMd6VUg3cWWb1mWSOqYJGZIVbvGKykxmwbSChMLvvwHg.jpg?r=18a,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNzgzNTI0M15BMl5BanBnXkFtZTgwODU0MTk4NTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=jy-Bv3j9Aq0,YouTube
11781,Mortdecai,"Action, Adventure, Comedy, Crime, Mystery","Comedies,Satires,Heist Movies,Action & Adventure,Crime Comedies,Crime Movies,Crime Action & Adventure,Movies Based on Books,Slapstick Comedies,Action Comedies,US Movies",English,Movie,1.6,0,David Koepp,"Kyril Bonfiglioli, Eric Aronson","Paul Bettany, Johnny Depp, Ewan McGregor, Gwyneth Paltrow",R,5.5,12,27,1,8,"7,696,134.00",1/23/2015,11/23/2015,"Infinitum Nihil, Lionsgate Films, Mad Chance",https://www.netflix.com/watch/80000467,https://www.imdb.com/title/tt3045616,"Urbane and sophisticated Lord Charlie Mortdecai is an aristocrat, but hes also a broke, bumbling art swindler who has just crossed the Russian mob.",67774,http://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVrGPJLLjLy8QxL-6vkyri9uQffqzHHOPMwXMNwI-xAqKY1SFIG66ebdXHgEcEOkXauby3YUladID-QK6S5Zps798Q.jpg?r=9bb,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3NDcxOTM5Ml5BMl5BanBnXkFtZTgwNTEwNzE0MzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=aW_sfxUnbZA,YouTube
11785,Some Kind of Beautiful,"Comedy, Romance","Comedies,Romantic Comedies,Romantic Movies,Romantic Favourites",English,Movie,1.2,0,Tom Vaughan,Matthew Newman,"Salma Hayek, Malcolm McDowell, Jessica Alba, Pierce Brosnan",R,5.7,6,11,,,,8/21/2015,11/21/2015,PalmStar Media,https://www.netflix.com/watch/80063709,https://www.imdb.com/title/tt1725986,"A womanizing poetry professor reevaluates his romantic life when he impregnates a graduate student, then falls in love with her sister.",13887,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWzKvmJ2Ge5UtOCXPLa6anePbCKOPruzd2IBbIrk6NQL_WoMvC17eWXILwaBXbdvSudE_bCR4IuxCeYDAQl-raUr2A.jpg?r=733,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MTU5MDIwMF5BMl5BanBnXkFtZTgwNjg5NTMzNjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=5LXXzs1GjQo,YouTube
11792,Huang jin shi dai,"Biography, Drama, Romance","Dramas,Epics,International Movies,Dramas based on real life,Chinese Movies,International Dramas,Biographical Dramas,Hong Kong Films,Social Issue Dramas,Films Based on Real Life",Mandarin,Movie,7.5,3,Ann Hui,Qiang Li,"Tang Wei, Shaofeng Feng, Yawen Zhu, Zhiwen Wang",,6.4,60,57,24,46,"102,931.00",10/1/2014,11/15/2015,,https://www.netflix.com/watch/80016412,https://www.imdb.com/title/tt3696086,"The story of writer Xiao Hong comes alive through memories of her great love affair, literary influence and escape from China during World War II.",997,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZZskr1s8dBL4op-SFZyd82u5IKwcOeFdlzRxgDpF3tgkog8usi1Zxr0gTo5Q1trrcOeJls5bPojatDH-hyEQPrOcw.jpg?r=489,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NzA4NTEwNF5BMl5BanBnXkFtZTgwMTA0MTc5MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=zFAV25lP1ns,YouTube
